time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
3.149954,-0.074256,0.002115,0.213929,0.131995
3.154954,-0.073201,0.002893,0.208963,0.124462
3.159953,-0.072173,0.003243,0.203311,0.111058
3.164953,-0.071175,0.003885,0.197112,0.099592
3.169953,-0.070209,0.004026,0.190450,0.080984
3.174952,-0.069278,0.004485,0.183353,0.068674
3.179952,-0.068383,0.004914,0.176005,0.067141
3.184952,-0.067525,0.005286,0.168562,0.050907
3.189951,-0.066705,0.005886,0.161093,0.056409
3.194951,-0.065922,0.006201,0.153590,0.044405
3.199950,-0.065176,0.006361,0.146210,0.033028
3.204950,-0.064467,-0.000038,0.139030,0.064722
3.209950,-0.063792,-0.000004,0.132180,0.059907
3.214949,-0.063151,0.000339,0.125631,0.050963
3.219949,-0.062542,0.000330,0.119186,0.052927
3.224949,-0.061965,0.000628,0.112997,0.042859
3.229948,-0.061418,0.000768,0.106957,0.038812
3.234948,-0.060902,0.000976,0.100933,0.030336
3.239948,-0.060415,0.001086,0.094813,0.027702
3.244947,-0.059959,0.001231,0.088718,0.018091
3.249947,-0.059534,0.001207,0.082566,0.003010
3.254946,-0.059140,0.001211,0.076470,-0.004358
3.259946,-0.058776,0.000919,0.070421,-0.030383
3.264946,-0.058442,0.000722,0.064399,-0.039425
3.269945,-0.058137,0.000657,0.058580,-0.041246
3.274945,-0.057861,0.000389,0.052980,-0.049590
3.279945,-0.057612,0.000072,0.047802,-0.060867
3.284944,-0.057387,-0.000316,0.043103,-0.070265
3.289944,-0.057184,-0.000669,0.038965,-0.080666
3.294944,-0.057000,-0.001167,0.035378,-0.088921
3.299943,-0.056833,-0.000901,0.032329,-0.074251
3.304943,-0.056679,0.004388,0.029829,-0.037659
3.309942,-0.056536,0.004082,0.027846,-0.037128
3.314942,-0.056401,0.003854,0.026412,-0.039645
3.319942,-0.056272,0.003778,0.025409,-0.044493
3.324941,-0.056148,0.003502,0.024712,-0.046899
3.329941,-0.056026,0.003483,0.024219,-0.059333
3.334941,-0.055906,0.003125,0.023854,-0.057591
3.339940,-0.055787,0.002890,0.023580,-0.059342
3.344940,-0.055670,0.002525,0.023393,-0.064975
3.349940,-0.055553,0.002215,0.023298,-0.074359
3.354939,-0.055437,0.001760,0.023314,-0.078034
3.359939,-0.055320,0.001580,0.023466,-0.069610
3.364938,-0.055202,0.001164,0.023787,-0.071036
3.369938,-0.055081,0.000889,0.024316,-0.073536
3.374938,-0.054957,0.000441,0.025099,-0.074767
3.379937,-0.054829,0.000357,0.026187,-0.070818
3.384937,-0.054694,-0.000068,0.027547,-0.073227
3.389937,-0.054551,-0.000616,0.029159,-0.083616
3.394936,-0.054400,-0.001124,0.030989,-0.086264
3.399936,-0.054239,-0.001412,0.033020,-0.083406
3.404936,-0.054067,0.008807,0.035406,0.031206
3.409935,-0.053882,0.008320,0.038054,0.042968
3.414935,-0.053684,0.008580,0.040733,0.044293
3.419935,-0.053472,0.008768,0.043272,0.044917
3.424934,-0.053249,0.009041,0.045575,0.047559
3.429934,-0.053015,0.009239,0.047468,0.046784
3.434933,-0.052774,0.009525,0.048848,0.048235
3.439933,-0.052527,0.009728,0.049613,0.039062
3.444933,-0.052278,0.009964,0.049729,0.040201
3.449932,-0.052031,0.010132,0.049170,0.040174
3.454932,-0.051788,0.010366,0.047991,0.037811
3.459932,-0.051553,0.010544,0.046287,0.035542
3.464931,-0.051328,0.010751,0.044108,0.030590
3.469931,-0.051115,0.010917,0.041552,0.029257
3.474931,-0.050916,0.011085,0.038690,0.024490
3.479930,-0.050732,0.011159,0.035545,0.017225
3.484930,-0.050564,0.011250,0.032149,0.010786
3.489929,-0.050414,0.011215,0.028633,0.004342
3.494929,-0.050282,0.011226,0.025018,-0.002744
3.499929,-0.050167,0.011379,0.021341,-0.000465
3.504928,-0.050073,0.031896,0.017250,0.130648
3.509928,-0.050000,0.032297,0.012618,0.128196
3.514928,-0.049952,0.033052,0.007728,0.120401
3.519927,-0.049929,0.033517,0.002513,0.115931
3.524927,-0.049932,0.034202,-0.002965,0.109051
3.529927,-0.049965,0.034685,-0.008866,0.098098
3.534926,-0.050028,0.035253,-0.015429,0.088688
3.539926,-0.050127,0.035589,-0.022760,0.084576
3.544925,-0.050265,0.036076,-0.031065,0.074707
3.549925,-0.050449,0.036362,-0.040560,0.065816
3.554925,-0.050682,0.036725,-0.050811,0.050054
3.559924,-0.050968,0.036900,-0.061471,0.039306
3.564924,-0.051309,0.037105,-0.072582,0.022288
3.569924,-0.051705,0.037185,-0.083719,0.010816
3.574923,-0.052157,0.037217,-0.094714,-0.005136
3.579923,-0.052662,0.037245,-0.105347,-0.015847
3.584923,-0.053220,0.037117,-0.115640,-0.032509
3.589922,-0.053829,0.037021,-0.125722,-0.041523
3.594922,-0.054486,0.036745,-0.135478,-0.056316
3.599921,-0.055193,0.036461,-0.145025,-0.068357
3.604921,-0.055947,0.041299,-0.154775,-0.273490
3.609921,-0.056750,0.040188,-0.164620,-0.283378
3.614920,-0.057602,0.038462,-0.173905,-0.296037
3.619920,-0.058496,0.037282,-0.182196,-0.300893
3.624920,-0.059429,0.035452,-0.189348,-0.313628
3.629919,-0.060394,0.034191,-0.195271,-0.324533
3.634919,-0.061385,0.032224,-0.199995,-0.332925
3.639919,-0.062396,0.030892,-0.203404,-0.336459
3.644918,-0.063420,0.028858,-0.205459,-0.342516
3.649918,-0.064450,0.027484,-0.206159,-0.344903
3.654917,-0.065479,0.025414,-0.205539,-0.346618
3.659917,-0.066502,0.024022,-0.203682,-0.349444
3.664917,-0.067512,0.021931,-0.200727,-0.347410
3.669916,-0.068504,0.020549,-0.196776,-0.345701
3.674916,-0.069473,0.018479,-0.191882,-0.343424
3.679916,-0.070416,0.017122,-0.186142,-0.338738
3.684915,-0.071327,0.015092,-0.179504,-0.333797
3.689915,-0.072203,0.013755,-0.172106,-0.329980
3.694915,-0.073040,0.011778,-0.164128,-0.325539
3.699914,-0.073835,0.010474,-0.155535,-0.323150
3.704914,-0.074584,0.006389,-0.146110,-0.250628
3.709913,-0.075284,0.005351,-0.135762,-0.243230
3.714913,-0.075931,0.003904,-0.125107,-0.231732
3.719913,-0.076524,0.003051,-0.114274,-0.231218
3.724912,-0.077062,0.001683,-0.103176,-0.218977
3.729912,-0.077545,0.000818,-0.091942,-0.210866
3.734912,-0.077970,-0.000422,-0.080675,-0.199411
3.739911,-0.078340,-0.001211,-0.069435,-0.193672
3.744911,-0.078654,-0.002348,-0.058297,-0.181642
3.749911,-0.078912,-0.003045,-0.047182,-0.172868
3.754910,-0.079114,-0.004060,-0.035831,-0.159929
3.759910,-0.079258,-0.004683,-0.024070,-0.149921
3.764910,-0.079343,-0.005573,-0.012348,-0.143122
3.769909,-0.079370,-0.006216,-0.000670,-0.142866
3.774909,-0.079339,-0.007052,0.010834,-0.133397
3.779908,-0.079251,-0.007675,0.021937,-0.128789
3.784908,-0.079109,-0.008424,0.032767,-0.120778
3.789908,-0.078914,-0.008886,0.043112,-0.113397
3.794907,-0.078668,-0.009550,0.053055,-0.105291
3.799907,-0.078373,-0.009979,0.062886,-0.098555
3.804907,-0.078028,0.007158,0.073312,-0.002049
3.809906,-0.077629,0.007161,0.084145,0.001454
3.814906,-0.077177,0.007203,0.094396,0.013961
3.819906,-0.076676,0.007265,0.103822,0.018331
3.824905,-0.076131,0.007392,0.112409,0.025761
3.829905,-0.075546,0.007505,0.120019,0.029105
3.834904,-0.074925,0.007687,0.126716,0.030643
3.839904,-0.074274,0.007816,0.132409,0.032463
3.844904,-0.073598,0.008020,0.137050,0.037369
3.849903,-0.072902,0.008169,0.140602,0.038211
3.854903,-0.072191,0.008389,0.143100,0.035006
3.859903,-0.071470,0.008522,0.144576,0.030174
3.864902,-0.070745,0.008698,0.145160,0.027597
3.869902,-0.070020,0.008798,0.144965,0.023313
3.874902,-0.069297,0.008928,0.144121,0.017892
3.879901,-0.068581,0.009003,0.142767,0.012293
3.884901,-0.067872,0.009065,0.141021,0.006005
3.889900,-0.067173,0.009070,0.138973,0.000350
3.894900,-0.066485,0.009062,0.136710,-0.004881
3.899900,-0.065808,0.009045,0.134308,-0.011480
3.904899,-0.065145,0.015553,0.131685,0.067356
3.909899,-0.064494,0.015816,0.128924,0.062379
3.914899,-0.063859,0.016177,0.125978,0.055301
3.919898,-0.063238,0.016395,0.122777,0.048784
3.924898,-0.062635,0.016672,0.119233,0.041503
3.929898,-0.062050,0.016838,0.115307,0.035206
3.934897,-0.061487,0.017038,0.110922,0.028432
3.939897,-0.060946,0.017146,0.106047,0.022757
3.944896,-0.060432,0.017261,0.100794,0.011366
3.949896,-0.059945,0.017303,0.095073,0.003758
3.954896,-0.059487,0.017302,0.089021,-0.007601
3.959895,-0.059062,0.017276,0.082547,-0.017190
3.964895,-0.058669,0.017152,0.075947,-0.028183
3.969895,-0.058309,0.017022,0.069444,-0.038584
3.974894,-0.057981,0.016767,0.063044,-0.050056
3.979894,-0.057684,0.016570,0.056867,-0.056820
3.984894,-0.057418,0.016192,0.050950,-0.073612
3.989893,-0.057180,0.015894,0.045391,-0.080405
3.994893,-0.056968,0.015383,0.040216,-0.091490
3.999892,-0.056782,0.015011,0.035373,-0.100402
4.004892,-0.056619,0.021403,0.030830,-0.070776
4.009892,-0.056477,0.021086,0.026730,-0.074256
4.014892,-0.056355,0.020621,0.023085,-0.083873
4.019891,-0.056249,0.020285,0.019909,-0.091052
4.024891,-0.056158,0.019715,0.017124,-0.100052
4.029891,-0.056080,0.019310,0.014765,-0.104950
4.034890,-0.056011,0.018661,0.012927,-0.113918
4.039890,-0.055950,0.018199,0.011834,-0.119676
4.044889,-0.055892,0.017478,0.011773,-0.122858
4.049889,-0.055830,0.017001,0.012941,-0.125569
4.054889,-0.055758,0.016243,0.015475,-0.127040
4.059888,-0.055669,0.015739,0.019618,-0.127230
4.064888,-0.055554,0.014967,0.025482,-0.130551
4.069888,-0.055405,0.014421,0.033167,-0.131456
4.074887,-0.055211,0.013640,0.042804,-0.126865
4.079887,-0.054963,0.013154,0.054435,-0.120108
4.084887,-0.054649,0.012445,0.068607,-0.114052
4.089886,-0.054256,0.012109,0.085692,-0.093854
4.094886,-0.053772,0.011582,0.104400,-0.074707
4.099885,-0.053189,0.011310,0.124802,-0.059169
4.104885,-0.052500,0.020450,0.146746,0.110503
4.109885,-0.051696,0.020934,0.170182,0.124712
4.114884,-0.050773,0.021720,0.194414,0.146702
4.119884,-0.049727,0.022329,0.219332,0.167933
4.124884,-0.048553,0.023376,0.244962,0.188663
4.129883,-0.047249,0.024179,0.271598,0.201025
4.134883,-0.045809,0.025437,0.299003,0.225368
4.139883,-0.044230,0.026353,0.327171,0.243382
4.144882,-0.042508,0.027866,0.355884,0.271235
4.149882,-0.040641,0.028999,0.385330,0.296554
4.154881,-0.038624,0.030848,0.415577,0.332239
4.159881,-0.036454,0.032169,0.446368,0.352760
4.164881,-0.034127,0.034346,0.477914,0.386991
4.169880,-0.031642,0.035882,0.509909,0.407441
4.174880,-0.028995,0.038389,0.542531,0.438046
4.179880,-0.026182,0.040131,0.576109,0.460088
4.184879,-0.023198,0.042985,0.610745,0.499103
4.189879,-0.020038,0.045152,0.646417,0.527030
4.194879,-0.016696,0.048380,0.683178,0.560148
4.199878,-0.013167,0.050580,0.720697,0.588622
4.204878,-0.009451,0.064711,0.757973,0.749406
4.209877,-0.005553,0.067738,0.794107,0.773777
4.214877,-0.001476,0.072475,0.829466,0.814423
4.219877,0.002777,0.075729,0.864649,0.840330
4.224876,0.007203,0.080832,0.898638,0.876293
4.229876,0.011795,0.084317,0.931723,0.899534
4.234876,0.016552,0.089777,0.964519,0.929622
4.239875,0.021473,0.093508,0.997168,0.952523
4.244875,0.026557,0.099296,1.029963,0.991513
4.249875,0.031804,0.103285,1.062268,1.012718
4.254874,0.037212,0.109429,1.094511,1.047843
4.259874,0.042782,0.113656,1.126742,1.073032
4.264874,0.048510,0.120175,1.158379,1.111864
4.269873,0.054396,0.124636,1.189603,1.132606
4.274873,0.060437,0.131489,1.220594,1.164978
4.279872,0.066633,0.136168,1.251465,1.188336
4.284872,0.072983,0.143368,1.282309,1.224863
4.289872,0.079489,0.148242,1.313754,1.249573
4.294871,0.086153,0.155808,1.345425,1.284700
4.299871,0.092973,0.160989,1.376572,1.305706
4.304871,0.099948,0.173285,1.406963,1.356931
4.309870,0.107071,0.178738,1.436451,1.377770
4.314870,0.114339,0.187072,1.464676,1.404146
4.319870,0.121744,0.192688,1.491678,1.420740
4.324869,0.129281,0.201256,1.518026,1.442472
4.329869,0.136948,0.207052,1.543638,1.459625
4.334868,0.144743,0.215860,1.569169,1.486885
4.339868,0.152665,0.221820,1.594440,1.501524
4.344868,0.160712,0.230877,1.619227,1.527432
4.349867,0.168881,0.237012,1.643546,1.541415
4.354867,0.177169,0.246295,1.666930,1.561239
4.359867,0.185574,0.252574,1.690148,1.580843
4.364866,0.194094,0.262106,1.713239,1.601404
4.369866,0.202728,0.268507,1.735954,1.619621
4.374866,0.211475,0.278274,1.758162,1.645889
4.379865,0.220332,0.284832,1.780172,1.664558
4.384865,0.229297,0.294873,1.801694,1.689489
4.389864,0.238370,0.301646,1.822857,1.700711
4.394864,0.247546,0.311881,1.843632,1.719020
4.399864,0.256827,0.318822,1.864354,1.733984
4.404863,0.266211,0.333630,1.885378,1.791945
4.409863,0.275700,0.340919,1.905624,1.806082
4.414863,0.285286,0.351792,1.924806,1.824508
4.419862,0.294965,0.359066,1.943017,1.836649
4.424862,0.304732,0.370108,1.960303,1.850753
4.429862,0.314584,0.377538,1.977229,1.854336
4.434861,0.324521,0.388684,1.994054,1.862869
4.439861,0.334541,0.396153,2.010544,1.875315
4.444860,0.344642,0.407435,2.026631,1.889059
4.449860,0.354823,0.415022,2.042701,1.903727
4.454860,0.365084,0.426475,2.058611,1.917428
4.459859,0.375425,0.434089,2.074572,1.919504
4.464859,0.385847,0.445626,2.090684,1.932007
4.469859,0.396348,0.453374,2.106767,1.940852
4.474858,0.406930,0.465052,2.122836,1.955321
4.479858,0.417592,0.472941,2.138827,1.967550
4.484858,0.428335,0.484778,2.154867,1.980985
4.489857,0.439157,0.492838,2.170682,1.995553
4.494857,0.450057,0.504844,2.186419,2.010497
4.499856,0.461037,0.512981,2.202307,2.025041
4.504856,0.472098,0.522672,2.218978,2.066002
4.509856,0.483245,0.530974,2.236255,2.080752
4.514855,0.494477,0.543495,2.253194,2.097798
4.519855,0.505792,0.551919,2.269246,2.105814
4.524855,0.517185,0.564595,2.284998,2.123535
4.529854,0.528656,0.573095,2.300088,2.131502
4.534854,0.540200,0.585906,2.314604,2.141686
4.539854,0.551815,0.594475,2.328555,2.145486
4.544853,0.563499,0.607365,2.342503,2.156744
4.549853,0.575255,0.616011,2.356813,2.168723
4.554852,0.587082,0.629039,2.371243,2.177503
4.559852,0.598981,0.637759,2.385588,2.186542
4.564852,0.610952,0.650907,2.399761,2.200202
4.569851,0.622993,0.659734,2.413764,2.208540
4.574851,0.635104,0.673000,2.427959,2.216272
4.579851,0.647287,0.681872,2.442171,2.223881
4.584850,0.659539,0.695237,2.456193,2.232421
4.589850,0.671862,0.704190,2.470115,2.240739
4.594850,0.684255,0.717650,2.484067,2.253210
4.599849,0.696716,0.726668,2.497842,2.260455
4.604849,0.709250,0.764774,2.512980,2.455877
4.609848,0.721862,0.774656,2.528657,2.466799
4.614848,0.734551,0.789488,2.543630,2.482765
4.619848,0.747311,0.799405,2.557349,2.491621
4.624847,0.760135,0.814377,2.569670,2.501608
4.629847,0.773017,0.824404,2.580590,2.506359
4.634847,0.785949,0.839466,2.590139,2.515881
4.639846,0.798925,0.849527,2.598293,2.516222
4.644846,0.811937,0.864628,2.605085,2.519888
4.649846,0.824979,0.874718,2.610417,2.524230
4.654845,0.838044,0.889865,2.614438,2.523488
4.659845,0.851125,0.900133,2.617338,2.533414
4.664845,0.864218,0.915332,2.619195,2.531392
4.669844,0.877317,0.925601,2.620190,2.536846
4.674844,0.890419,0.940802,2.620463,2.529675
4.679843,0.903520,0.950810,2.620121,2.523964
4.684843,0.916619,0.965945,2.619257,2.517074
4.689843,0.929711,0.975952,2.617957,2.512283
4.694842,0.942796,0.991010,2.616332,2.502901
4.699842,0.955873,1.000845,2.614492,2.491637
4.704842,0.968939,0.994203,2.612410,2.464999
4.709841,0.981994,1.004230,2.610124,2.458375
4.714841,0.995038,1.018960,2.607847,2.447309
4.719841,1.008071,1.028728,2.605848,2.441286
4.724840,1.021095,1.043357,2.604194,2.430049
4.729840,1.034112,1.053043,2.602963,2.426651
4.734839,1.047125,1.067587,2.602249,2.419947
4.739839,1.060135,1.077261,2.602122,2.417565
4.744839,1.073147,1.091756,2.602679,2.411540
4.749838,1.086164,1.101396,2.604029,2.408916
4.754838,1.099191,1.115844,2.606213,2.406629
4.759838,1.112230,1.125489,2.609220,2.406713
4.764837,1.125287,1.139919,2.612881,2.402300
4.769837,1.138364,1.149561,2.617176,2.400034
4.774837,1.151464,1.163962,2.622123,2.400831
4.779836,1.164591,1.173540,2.627640,2.400746
4.784836,1.177748,1.187935,2.633745,2.396974
4.789835,1.190936,1.197525,2.640402,2.397851
4.794835,1.204159,1.211918,2.647647,2.401182
4.799835,1.217421,1.221500,2.655581,2.404020
4.804834,1.230726,1.254384,2.664804,2.573287
4.809834,1.244081,1.264735,2.675295,2.577878
4.814834,1.257491,1.280212,2.686276,2.583598
4.819833,1.270955,1.290561,2.697046,2.590836
4.824833,1.284471,1.306127,2.707393,2.601349
4.829833,1.298037,1.316563,2.717053,2.602569
4.834832,1.311650,1.332184,2.726185,2.605039
4.839832,1.325307,1.342608,2.734939,2.608911
4.844831,1.339007,1.358276,2.743119,2.615270
4.849831,1.352745,1.368732,2.750476,2.618263
4.854831,1.366518,1.384453,2.757114,2.624372
4.859830,1.380322,1.395018,2.763220,2.629237
4.864830,1.394155,1.410810,2.768775,2.634356
4.869830,1.408014,1.421291,2.773869,2.632160
4.874829,1.421898,1.437083,2.778596,2.633662
4.879829,1.435804,1.447563,2.783084,2.630660
4.884829,1.449733,1.463346,2.787405,2.631678
4.889828,1.463683,1.473849,2.791693,2.632514
4.894828,1.477654,1.489648,2.796081,2.635402
4.899827,1.491648,1.500229,2.800614,2.636799
4.904827,1.505666,1.522546,2.805692,2.753080
4.909827,1.519711,1.533604,2.811291,2.753769
4.914826,1.533785,1.550137,2.816966,2.761297
4.919826,1.547886,1.561110,2.822409,2.767102
4.924826,1.562013,1.577726,2.827356,2.772423
4.929825,1.576163,1.588828,2.831607,2.773848
4.934825,1.590332,1.605469,2.835078,2.776081
4.939825,1.604516,1.616560,2.837674,2.774570
4.944824,1.618709,1.633206,2.839384,2.773140
4.949824,1.632909,1.644297,2.840229,2.770966
4.954823,1.647111,1.660918,2.840303,2.766600
4.959823,1.661311,1.671979,2.839731,2.763774
4.964823,1.675507,1.688546,2.838630,2.757513
4.969822,1.689695,1.699572,2.837141,2.756953
4.974822,1.703876,1.716096,2.835419,2.749713
4.979822,1.718047,1.727068,2.833561,2.743068
4.984821,1.732210,1.743514,2.831656,2.735249
4.989821,1.746362,1.754461,2.829776,2.731322
4.994821,1.760506,1.770840,2.827975,2.725722
4.999820,1.774641,1.781741,2.826329,2.719513
5.004820,1.788768,1.813444,2.824832,2.785371
5.009820,1.802888,1.824657,2.823463,2.780066
5.014819,1.817001,1.841325,2.822177,2.772921
5.019819,1.831108,1.852418,2.820825,2.768867
5.024818,1.845207,1.869011,2.819242,2.759300
5.029818,1.859298,1.880020,2.817249,2.755459
5.034818,1.873376,1.896540,2.814666,2.747373
5.039817,1.887440,1.907524,2.811321,2.742993
5.044817,1.901484,1.923963,2.807069,2.734498
5.049817,1.915504,1.934893,2.801756,2.728338
5.054816,1.929494,1.951230,2.795214,2.712751
5.059816,1.943447,1.962091,2.787462,2.703229
5.064816,1.957358,1.978277,2.778375,2.688289
5.069815,1.971219,1.989030,2.767992,2.676772
5.074815,1.985025,2.005060,2.756472,2.660860
5.079814,1.998771,2.015675,2.743960,2.646644
5.084814,2.012450,2.031512,2.730424,2.623547
5.089814,2.026059,2.041968,2.715883,2.605494
5.094813,2.039592,2.057559,2.700441,2.584049
5.099813,2.053046,2.067870,2.683936,2.567443
5.104813,2.066412,2.109980,2.665910,2.686584
5.109812,2.079684,2.120702,2.646486,2.670512
5.114812,2.092856,2.136667,2.626289,2.642251
5.119812,2.105925,2.147192,2.605296,2.620625
5.124811,2.118885,2.162856,2.583147,2.589705
5.129811,2.131731,2.173193,2.559568,2.571244
5.134810,2.144452,2.188548,2.533755,2.536993
5.139810,2.157040,2.198674,2.506543,2.511044
5.144810,2.169488,2.213661,2.478257,2.470781
5.149809,2.181792,2.223521,2.448930,2.445578
5.154809,2.193945,2.238101,2.418443,2.398046
5.159809,2.205945,2.247669,2.387202,2.373473
5.164808,2.217784,2.261823,2.354852,2.331620
5.169808,2.229459,2.271119,2.321649,2.302179
5.174808,2.240965,2.284833,2.287288,2.252669
5.179807,2.252296,2.293810,2.252217,2.220177
5.184807,2.263450,2.307024,2.216584,2.169188
5.189806,2.274424,2.315660,2.180153,2.136072
5.194806,2.285215,2.328390,2.143179,2.092140
5.199806,2.295817,2.336724,2.105342,2.053312
5.204805,2.306231,2.351320,2.068089,2.006196
5.209805,2.316464,2.359285,2.032170,1.973299
5.214805,2.326520,2.371043,1.997506,1.927617
5.219804,2.336406,2.378720,1.963624,1.896353
5.224804,2.346123,2.390004,1.929982,1.849294
5.229804,2.355674,2.397380,1.897067,1.819903
5.234803,2.365061,2.408206,1.864211,1.773596
5.239803,2.374283,2.415264,1.831076,1.739949
5.244802,2.383337,2.425624,1.797399,1.697664
5.249802,2.392222,2.432393,1.763391,1.666774
5.254802,2.400936,2.442294,1.728812,1.614092
5.259801,2.409475,2.448753,1.693697,1.584243
5.264801,2.417838,2.458169,1.658665,1.539719
5.269801,2.426028,2.464285,1.624201,1.506723
5.274800,2.434048,2.473251,1.590607,1.470750
5.279800,2.441900,2.479107,1.556981,1.440660
5.284800,2.449586,2.487670,1.524033,1.398460
5.289799,2.457109,2.493209,1.491815,1.369086
5.294799,2.464473,2.501337,1.460196,1.322341
5.299798,2.471683,2.506566,1.430087,1.291219
5.304798,2.478742,2.520936,1.399544,1.325452
5.309798,2.485648,2.526211,1.368922,1.296383
5.314797,2.492404,2.533911,1.339748,1.254709
5.319797,2.499021,2.538902,1.312823,1.232203
5.324797,2.505508,2.546220,1.287162,1.196112
5.329796,2.511870,2.550977,1.262883,1.170980
5.334796,2.518114,2.557936,1.239641,1.139262
5.339796,2.524244,2.562462,1.216986,1.116887
5.344795,2.530262,2.569096,1.194798,1.079744
5.349795,2.536168,2.573418,1.172251,1.059619
5.354795,2.541963,2.579712,1.149974,1.026156
5.359794,2.547646,2.583790,1.127696,1.003782
5.364794,2.553218,2.589753,1.105903,0.974344
5.369793,2.558685,2.593610,1.085180,0.952896
5.374793,2.564051,2.599261,1.065290,0.920799
5.379793,2.569321,2.602952,1.046654,0.902992
5.384792,2.574502,2.608316,1.029404,0.878115
5.389792,2.579601,2.611806,1.013531,0.863763
5.394792,2.584625,2.616934,0.999055,0.836431
5.399791,2.589579,2.620287,0.985621,0.821863
5.404791,2.594464,2.638923,0.971061,0.962091
5.409791,2.599274,2.642594,0.956111,0.948780
5.414790,2.604012,2.648242,0.941720,0.928167
5.419790,2.608680,2.651897,0.928378,0.916852
5.424789,2.613283,2.657354,0.915600,0.894922
5.429789,2.617824,2.660889,0.903196,0.887650
5.434789,2.622303,2.666178,0.890940,0.869415
5.439788,2.626721,2.669643,0.878832,0.854757
5.444788,2.631079,2.674737,0.866490,0.836355
5.449788,2.635374,2.678032,0.853952,0.817145
5.454787,2.639604,2.682899,0.840982,0.800242
5.459787,2.643770,2.686061,0.827837,0.781354
5.464787,2.647870,2.690710,0.814863,0.762546
5.469786,2.651906,2.693818,0.802365,0.753633
5.474786,2.655881,2.698304,0.790183,0.735199
5.479785,2.659796,2.701175,0.778209,0.720318
5.484785,2.663652,2.705461,0.766403,0.702838
5.489785,2.667450,2.708289,0.755157,0.690708
5.494784,2.671193,2.712407,0.744440,0.677171
5.499784,2.674885,2.715168,0.734369,0.667432
5.504784,2.678528,2.724345,0.724811,0.688256
5.509783,2.682125,2.727140,0.715865,0.675678
5.514783,2.685678,2.731157,0.707507,0.659517
5.519783,2.689192,2.733769,0.699612,0.652330
5.524782,2.692667,2.737663,0.692229,0.642762
5.529782,2.696107,2.740206,0.685214,0.634264
5.534781,2.699513,2.743993,0.678504,0.623068
5.539781,2.702886,2.746487,0.671960,0.614798
5.544781,2.706227,2.750147,0.665552,0.602729
5.549780,2.709535,2.752550,0.659198,0.592572
5.554780,2.712812,2.756082,0.652874,0.580247
5.559780,2.716058,2.758393,0.646630,0.571086
5.564779,2.719273,2.761798,0.640513,0.559422
5.569779,2.722457,2.764027,0.634457,0.552310
5.574779,2.725612,2.767324,0.628592,0.543098
5.579778,2.728738,2.769493,0.622946,0.536436
5.584778,2.731836,2.772689,0.617398,0.524220
5.589777,2.734907,2.774780,0.612128,0.517688
5.594777,2.737952,2.777861,0.607032,0.507601
5.599777,2.740973,2.779887,0.602113,0.503088
5.604776,2.743968,2.796384,0.596958,0.522980
5.609776,2.746936,2.798458,0.591557,0.514913
5.614776,2.749878,2.801523,0.586355,0.504124
5.619775,2.752795,2.803532,0.581452,0.496682
5.624775,2.755689,2.806502,0.576726,0.490220
5.629775,2.758559,2.808449,0.572149,0.482684
5.634774,2.761405,2.811327,0.567555,0.474122
5.639774,2.764229,2.813216,0.562937,0.468337
5.644773,2.767030,2.816005,0.558277,0.457944
5.649773,2.769807,2.817841,0.553546,0.452869
5.654773,2.772560,2.820538,0.548620,0.444588
5.659772,2.775288,2.822264,0.543668,0.433864
5.664772,2.777992,2.824854,0.538640,0.425742
5.669772,2.780670,2.826486,0.533610,0.414337
5.674771,2.783323,2.828960,0.528575,0.406011
5.679771,2.785950,2.830508,0.523634,0.396493
5.684771,2.788554,2.832872,0.518810,0.389353
5.689770,2.791134,2.834516,0.514070,0.385556
5.694770,2.793690,2.836816,0.509396,0.378556
5.699769,2.796223,2.838482,0.504765,0.377924
5.704769,2.798733,2.833575,0.500302,0.336810
5.709769,2.801222,2.834846,0.495987,0.329266
5.714768,2.803689,2.836802,0.491934,0.320823
5.719768,2.806138,2.838092,0.488192,0.313162
5.724768,2.808568,2.839953,0.484693,0.304330
5.729767,2.810982,2.841195,0.481468,0.297767
5.734767,2.813380,2.842972,0.478556,0.291598
5.739767,2.815765,2.844135,0.475947,0.287513
5.744766,2.818138,2.845841,0.473679,0.277708
5.749766,2.820500,2.846938,0.471703,0.270687
5.754766,2.822853,2.848557,0.470034,0.264270
5.759765,2.825199,2.849631,0.468697,0.262720
5.764765,2.827540,2.851189,0.467687,0.254740
5.769764,2.829876,2.852232,0.466983,0.253605
5.774764,2.832209,2.853741,0.466541,0.248219
5.779764,2.834541,2.854658,0.466319,0.242729
5.784763,2.836873,2.856103,0.466288,0.237921
5.789763,2.839205,2.857115,0.466438,0.234827
5.794763,2.841538,2.858521,0.466775,0.232395
5.799762,2.843873,2.859626,0.467298,0.233563
5.804762,2.846212,2.882561,0.468101,0.408536
5.809762,2.848556,2.884193,0.469186,0.409267
5.814761,2.850905,2.886651,0.470340,0.409474
5.819761,2.853260,2.888297,0.471294,0.406074
5.824760,2.855618,2.890734,0.471794,0.404692
5.829760,2.857977,2.892362,0.471592,0.402371
5.834760,2.860332,2.894763,0.470479,0.397604
5.839759,2.862678,2.896343,0.468295,0.396085
5.844759,2.865010,2.898714,0.464969,0.394068
5.849759,2.867321,2.900278,0.460428,0.385172
5.854758,2.869607,2.902575,0.454784,0.379789
