time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
11.065842,-3.082079,-3.037576,0.288044,0.230420
11.070844,-3.080656,-3.036705,0.282297,0.220325
11.075846,-3.079263,-3.035411,0.275849,0.207193
11.080848,-3.077905,-3.034556,0.268956,0.200313
11.085850,-3.076581,-3.033378,0.261738,0.188006
11.090852,-3.075295,-3.032668,0.254192,0.177715
11.095854,-3.074047,-3.031637,0.246580,0.160111
11.100856,-3.072837,-3.031332,0.238949,0.136318
11.105858,-3.071665,-3.024441,0.231460,0.174435
11.110860,-3.070529,-3.023832,0.224228,0.166575
11.115862,-3.069429,-3.022862,0.217305,0.151774
11.120864,-3.068363,-3.022336,0.210615,0.146719
11.125866,-3.067329,-3.021484,0.204192,0.132839
11.130868,-3.066327,-3.020961,0.197978,0.122811
11.135870,-3.065356,-3.020249,0.191934,0.111114
11.140872,-3.064414,-3.019813,0.186029,0.117566
11.145874,-3.063502,-3.019132,0.180143,0.106216
11.150876,-3.062618,-3.018743,0.174285,0.093715
11.155878,-3.061764,-3.018200,0.168449,0.084163
11.160880,-3.060940,-3.017847,0.162570,0.078661
11.165882,-3.060144,-3.017403,0.156720,0.063481
11.170884,-3.059379,-3.016875,0.150805,0.068030
11.175886,-3.058642,-3.016491,0.144910,0.055316
11.180888,-3.057935,-3.016115,0.139075,0.054629
11.185890,-3.057257,-3.015806,0.133283,0.042947
11.190892,-3.056608,-3.015594,0.127531,0.036744
11.195894,-3.055987,-3.015396,0.121778,0.024480
11.200896,-3.055396,-3.014983,0.116126,0.028464
11.205898,-3.054832,-3.023361,0.110743,0.068402
11.210900,-3.054293,-3.023422,0.105626,0.069743
11.215902,-3.053780,-3.023023,0.100768,0.061115
11.220904,-3.053290,-3.022756,0.096051,0.053378
11.225906,-3.052824,-3.022455,0.091349,0.043194
11.230908,-3.052381,-3.022455,0.086537,0.048930
11.235910,-3.051963,-3.022180,0.081577,0.038865
11.240912,-3.051570,-3.022051,0.076547,0.040909
11.245914,-3.051203,-3.021816,0.071454,0.034575
11.250916,-3.050861,-3.021751,0.066265,0.018302
11.255919,-3.050546,-3.021657,0.060878,0.009430
11.260921,-3.050258,-3.021671,0.055146,0.000306
11.265923,-3.050000,-3.021683,0.049267,-0.009201
11.270925,-3.049771,-3.021954,0.043279,-0.028100
11.275927,-3.049573,-3.022141,0.037216,-0.036902
11.280929,-3.049405,-3.022015,0.031132,-0.030197
11.285931,-3.049267,-3.022212,0.025199,-0.039091
11.290933,-3.049158,-3.022492,0.019345,-0.051508
11.295935,-3.049080,-3.022823,0.013419,-0.062487
11.300937,-3.049030,-3.022969,0.007610,-0.064842
11.305939,-3.049009,-3.021869,0.001826,-0.009327
11.310941,-3.049018,-3.021887,-0.004094,-0.016634
11.315943,-3.049056,-3.022001,-0.010076,-0.025534
11.320945,-3.049124,-3.022447,-0.016050,-0.018592
11.325947,-3.049222,-3.022575,-0.021998,-0.026200
11.330949,-3.049349,-3.022489,-0.027993,-0.048281
11.335951,-3.049507,-3.022796,-0.034090,-0.057011
11.340953,-3.049696,-3.023029,-0.040269,-0.068080
11.345955,-3.049916,-3.023457,-0.046416,-0.079388
11.350957,-3.050167,-3.023632,-0.052517,-0.067565
11.355959,-3.050447,-3.024053,-0.058471,-0.073984
11.360961,-3.050757,-3.024618,-0.064337,-0.097012
11.365963,-3.051096,-3.025222,-0.070051,-0.105534
11.370965,-3.051463,-3.025772,-0.075642,-0.120787
11.375967,-3.051857,-3.026514,-0.081054,-0.130099
11.380969,-3.052278,-3.026858,-0.086343,-0.127537
11.385971,-3.052726,-3.027637,-0.091494,-0.134536
11.390973,-3.053198,-3.028330,-0.096548,-0.143761
11.395975,-3.053696,-3.029217,-0.101527,-0.154087
11.400977,-3.054218,-3.029977,-0.106429,-0.166314
11.405979,-3.054765,-3.043323,-0.111399,-0.301093
11.410981,-3.055337,-3.044827,-0.116379,-0.304373
11.415983,-3.055934,-3.046662,-0.121356,-0.310236
11.420985,-3.056556,-3.047805,-0.126196,-0.318204
11.425987,-3.057200,-3.049722,-0.130784,-0.323969
11.430989,-3.057867,-3.050993,-0.135011,-0.329634
11.435991,-3.058554,-3.052985,-0.138872,-0.335722
11.440993,-3.059258,-3.054326,-0.142256,-0.332995
11.445995,-3.059978,-3.056336,-0.145140,-0.339078
11.450997,-3.060711,-3.057796,-0.147568,-0.355943
11.455999,-3.061455,-3.059943,-0.149519,-0.360943
11.461001,-3.062208,-3.061628,-0.151046,-0.377960
11.466003,-3.062967,-3.063893,-0.152206,-0.378254
11.471005,-3.063730,-3.065127,-0.153033,-0.368996
11.476007,-3.064497,-3.067345,-0.153520,-0.370585
11.481009,-3.065265,-3.068949,-0.153667,-0.376673
11.486012,-3.066033,-3.071214,-0.153462,-0.379036
11.491014,-3.066799,-3.072887,-0.152880,-0.385433
11.496016,-3.067560,-3.075207,-0.151923,-0.387340
11.501018,-3.068316,-3.076401,-0.150611,-0.375714
11.506020,-3.069064,-3.052840,-0.148946,-0.176119
11.511022,-3.069803,-3.053497,-0.146969,-0.175238
11.516024,-3.070532,-3.054545,-0.144715,-0.173718
11.521026,-3.071248,-3.055116,-0.142237,-0.174058
11.526028,-3.071951,-3.056158,-0.139699,-0.172589
11.531030,-3.072643,-3.057089,-0.137224,-0.151946
11.536032,-3.073322,-3.057989,-0.134918,-0.145636
11.541034,-3.073991,-3.058580,-0.132843,-0.136998
11.546036,-3.074650,-3.059393,-0.131052,-0.132939
11.551038,-3.075300,-3.060038,-0.129578,-0.147943
11.556040,-3.075944,-3.060920,-0.128445,-0.146871
11.561042,-3.076584,-3.061484,-0.127650,-0.145857
11.566044,-3.077221,-3.062363,-0.127171,-0.146230
11.571046,-3.077856,-3.063575,-0.126988,-0.176790
11.576048,-3.078491,-3.064635,-0.127074,-0.178279
11.581050,-3.079128,-3.065209,-0.127382,-0.171696
11.586052,-3.079766,-3.066234,-0.127839,-0.170698
11.591054,-3.080406,-3.066565,-0.128352,-0.160978
11.596056,-3.081050,-3.067539,-0.128830,-0.164882
11.601058,-3.081695,-3.068265,-0.129203,-0.165641
11.606060,-3.082342,-3.068036,-0.129430,-0.128564
11.611062,-3.082989,-3.068635,-0.129492,-0.129820
11.616064,-3.083637,-3.069420,-0.129403,-0.132206
11.621066,-3.084283,-3.070208,-0.129193,-0.124375
11.626068,-3.084928,-3.070947,-0.128892,-0.119813
11.631070,-3.085571,-3.071463,-0.128534,-0.117043
11.636072,-3.086213,-3.072173,-0.128166,-0.117952
11.641074,-3.086853,-3.072643,-0.127824,-0.125659
11.646076,-3.087491,-3.073397,-0.127526,-0.124580
11.651078,-3.088128,-3.073975,-0.127272,-0.130725
11.656080,-3.088763,-3.074761,-0.127047,-0.132368
11.661082,-3.089398,-3.075316,-0.126823,-0.133628
11.666084,-3.090031,-3.076121,-0.126555,-0.132137
11.671086,-3.090663,-3.076773,-0.126175,-0.138517
11.676088,-3.091292,-3.077602,-0.125619,-0.138520
11.681090,-3.091918,-3.078114,-0.124829,-0.136092
11.686092,-3.092539,-3.078924,-0.123736,-0.133298
11.691094,-3.093154,-3.079698,-0.122354,-0.143275
11.696096,-3.093761,-3.080555,-0.120709,-0.139843
11.701098,-3.094359,-3.081358,-0.118819,-0.145629
11.706100,-3.094947,-3.061829,-0.116790,-0.106998
11.711102,-3.095525,-3.062230,-0.114691,-0.105058
11.716105,-3.096092,-3.062854,-0.112521,-0.101933
11.721107,-3.096648,-3.063423,-0.110270,-0.097102
11.726109,-3.097192,-3.064003,-0.107927,-0.094179
11.731111,-3.097725,-3.064241,-0.105492,-0.102705
11.736113,-3.098245,-3.064854,-0.102942,-0.101237
11.741115,-3.098751,-3.065258,-0.100253,-0.100796
11.746117,-3.099244,-3.065863,-0.097406,-0.101746
11.751119,-3.099722,-3.066180,-0.094376,-0.087457
11.756121,-3.100184,-3.066700,-0.091138,-0.084488
11.761123,-3.100630,-3.067034,-0.087663,-0.081029
11.766125,-3.101057,-3.067510,-0.083944,-0.076001
11.771127,-3.101465,-3.067833,-0.080003,-0.073692
11.776129,-3.101853,-3.068267,-0.075936,-0.071136
11.781131,-3.102220,-3.068934,-0.071745,-0.086051
11.786133,-3.102566,-3.069441,-0.067459,-0.082370
11.791135,-3.102890,-3.069672,-0.063069,-0.077033
11.796137,-3.103192,-3.070138,-0.058531,-0.075322
11.801139,-3.103471,-3.070364,-0.053793,-0.072051
11.806141,-3.103726,-3.064819,-0.048949,-0.095959
11.811143,-3.103956,-3.065682,-0.043951,-0.084083
11.816145,-3.104160,-3.066183,-0.038721,-0.083023
11.821147,-3.104337,-3.066116,-0.033180,-0.094632
11.826149,-3.104485,-3.066677,-0.027207,-0.090869
11.831151,-3.104602,-3.067139,-0.020836,-0.076051
11.836153,-3.104686,-3.067585,-0.014021,-0.073523
11.841155,-3.104734,-3.067876,-0.006849,-0.069134
11.846157,-3.104746,-3.068280,0.000695,-0.062277
11.851159,-3.104719,-3.068451,0.008565,-0.048393
11.856161,-3.104651,-3.068733,0.016861,-0.042024
11.861163,-3.104541,-3.069023,0.025480,-0.042822
11.866165,-3.104387,-3.069256,0.034382,-0.031764
11.871167,-3.104188,-3.069230,0.043421,-0.018959
11.876169,-3.103944,-3.069326,0.052550,-0.010923
11.881171,-3.103654,-3.069478,0.061522,-0.008569
11.886173,-3.103320,-3.069508,0.070257,0.003138
11.891175,-3.102943,-3.069695,0.078653,-0.001114
11.896177,-3.102526,-3.069680,0.086776,0.010104
11.901179,-3.102068,-3.069623,0.094619,0.016488
11.906181,-3.101573,-3.059496,0.101899,0.136773
11.911183,-3.101043,-3.058915,0.108650,0.142918
11.916185,-3.100482,-3.058047,0.114740,0.148181
11.921187,-3.099892,-3.057382,0.120148,0.150879
11.926189,-3.099277,-3.056473,0.124863,0.154725
11.931191,-3.098640,-3.055919,0.129005,0.157374
11.936193,-3.097984,-3.054971,0.132662,0.158287
11.941195,-3.097311,-3.054304,0.135830,0.154348
11.946198,-3.096623,-3.053375,0.138551,0.156038
11.951200,-3.095923,-3.052753,0.140749,0.156130
11.956202,-3.095215,-3.051820,0.142448,0.154729
11.961204,-3.094498,-3.051253,0.143700,0.150448
11.966206,-3.093777,-3.050356,0.144508,0.149815
11.971208,-3.093053,-3.049943,0.144907,0.140277
11.976210,-3.092328,-3.049113,0.144956,0.136181
11.981212,-3.091604,-3.048778,0.144707,0.129886
11.986214,-3.090882,-3.048001,0.144228,0.127130
11.991216,-3.090163,-3.047490,0.143565,0.126861
11.996218,-3.089447,-3.046744,0.142730,0.121060
12.001220,-3.088737,-3.046243,0.141739,0.116478
12.006222,-3.088031,-3.042311,0.140557,0.122367
12.011224,-3.087332,-3.041795,0.139137,0.118815
12.016226,-3.086642,-3.041101,0.137483,0.110252
12.021228,-3.085959,-3.040654,0.135701,0.104769
12.026230,-3.085286,-3.040034,0.134070,0.101434
12.031232,-3.084619,-3.039631,0.132974,0.099335
12.036234,-3.083955,-3.039048,0.132849,0.095038
12.041236,-3.083288,-3.038705,0.134051,0.090688
12.046238,-3.082610,-3.038162,0.136793,0.090930
12.051240,-3.081913,-3.037745,0.141312,0.094892
12.056242,-3.081188,-3.037177,0.147903,0.096978
12.061244,-3.080421,-3.036645,0.157240,0.110235
12.066246,-3.079599,-3.035952,0.169842,0.125194
12.071248,-3.078704,-3.035351,0.185611,0.140204
12.076250,-3.077722,-3.034465,0.203775,0.160490
12.081252,-3.076644,-3.034113,0.223505,0.162826
12.086254,-3.075463,-3.033095,0.244971,0.184557
12.091256,-3.074172,-3.032098,0.267266,0.205601
12.096258,-3.072767,-3.030820,0.289877,0.226205
12.101260,-3.071249,-3.030085,0.312811,0.236211
12.106262,-3.069617,-3.031928,0.335462,0.260231
12.111264,-3.067874,-3.030575,0.357040,0.270860
12.116266,-3.066028,-3.028910,0.377451,0.288102
12.121268,-3.064081,-3.027909,0.397271,0.302170
12.126270,-3.062036,-3.026055,0.416744,0.323109
12.131272,-3.059895,-3.024883,0.435826,0.341106
12.136274,-3.057657,-3.022808,0.455268,0.358804
12.141276,-3.055323,-3.021349,0.474550,0.367674
12.146278,-3.052893,-3.019112,0.493463,0.382653
12.151280,-3.050369,-3.017582,0.512882,0.390425
12.156282,-3.047742,-3.015193,0.533748,0.413735
12.161284,-3.045010,-3.013597,0.554873,0.422790
12.166286,-3.042173,-3.011028,0.576088,0.439115
12.171288,-3.039228,-3.009197,0.597557,0.454472
12.176291,-3.036175,-3.006429,0.619298,0.475337
12.181293,-3.033012,-3.004498,0.641520,0.490904
12.186295,-3.029735,-3.001509,0.664746,0.511644
12.191297,-3.026340,-2.999208,0.688877,0.541459
12.196299,-3.022820,-2.995904,0.714152,0.566920
12.201301,-3.019170,-2.993670,0.740630,0.580919
12.206303,-3.015385,-2.980658,0.768312,0.687206
12.211305,-3.011455,-2.977876,0.797853,0.708420
12.216307,-3.007375,-2.973574,0.828457,0.736112
12.221309,-3.003137,-2.970655,0.860249,0.758958
12.226311,-2.998738,-2.966051,0.893227,0.783055
12.231313,-2.994170,-2.962897,0.927098,0.809092
12.236315,-2.989432,-2.957970,0.961631,0.842705
12.241317,-2.984516,-2.954584,0.997535,0.868621
12.246319,-2.979417,-2.949294,1.034795,0.906547
12.251321,-2.974129,-2.945647,1.072773,0.930005
12.256323,-2.968650,-2.939972,1.111186,0.978352
12.261325,-2.962977,-2.936029,1.150299,1.004951
12.266327,-2.957106,-2.929917,1.190342,1.046786
12.271329,-2.951032,-2.925680,1.230980,1.081018
12.276331,-2.944753,-2.919123,1.272199,1.121053
12.281333,-2.938267,-2.914605,1.314107,1.154965
12.286335,-2.931570,-2.907570,1.356348,1.206134
12.291337,-2.924660,-2.902747,1.399070,1.233604
12.296339,-2.917534,-2.895234,1.442745,1.284848
12.301341,-2.910187,-2.890074,1.487110,1.320255
12.306343,-2.902617,-2.862176,1.531988,1.539016
12.311345,-2.894823,-2.855980,1.576823,1.575219
12.316347,-2.886804,-2.846437,1.621913,1.620076
12.321349,-2.878558,-2.839929,1.667137,1.655651
12.326351,-2.870086,-2.829901,1.712669,1.706576
12.331353,-2.861385,-2.823047,1.758857,1.736341
12.336355,-2.852450,-2.812519,1.805625,1.789637
12.341357,-2.843282,-2.805330,1.852383,1.821807
12.346359,-2.833881,-2.794312,1.898845,1.868183
12.351361,-2.824247,-2.786803,1.945445,1.904120
12.356363,-2.814379,-2.775272,1.992755,1.954722
12.361365,-2.804272,-2.767411,2.040231,1.997118
12.366367,-2.793928,-2.755337,2.088197,2.047079
12.371369,-2.783343,-2.747108,2.136245,2.088731
12.376371,-2.772516,-2.734465,2.184499,2.144303
12.381373,-2.761449,-2.725848,2.233074,2.184387
12.386375,-2.750136,-2.712642,2.282288,2.238629
12.391377,-2.738575,-2.703658,2.332257,2.277523
12.396379,-2.726764,-2.689880,2.382087,2.336012
12.401381,-2.714705,-2.680467,2.431888,2.374885
12.406384,-2.702400,-2.671639,2.479711,2.533339
12.411386,-2.689867,-2.661503,2.524259,2.565714
12.416388,-2.677118,-2.646008,2.566533,2.614801
12.421390,-2.664162,-2.635540,2.607265,2.638744
12.426392,-2.651006,-2.619620,2.647307,2.680426
12.431394,-2.637652,-2.608868,2.686267,2.704984
12.436396,-2.624105,-2.592571,2.724932,2.737751
12.441398,-2.610364,-2.581584,2.763607,2.768944
12.446400,-2.596430,-2.564875,2.802211,2.815024
12.451402,-2.582303,-2.553586,2.840977,2.843299
12.456404,-2.567981,-2.536444,2.880177,2.888366
12.461406,-2.553462,-2.524872,2.919445,2.918065
12.466408,-2.538746,-2.507272,2.959104,2.967399
12.471410,-2.523830,-2.495370,2.999602,2.994266
12.476412,-2.508708,-2.477297,3.040982,3.050308
12.481414,-2.493377,-2.465039,3.082985,3.087708
12.486416,-2.477834,-2.446412,3.125759,3.137385
12.491418,-2.462077,-2.433802,3.168653,3.169533
12.496420,-2.446106,-2.414682,3.211274,3.215509
12.501422,-2.429921,-2.401788,3.254359,3.247453
12.506424,-2.413518,-2.386111,3.297968,3.295116
12.511426,-2.396898,-2.372883,3.341467,3.324225
12.516428,-2.380061,-2.352811,3.384460,3.377599
12.521430,-2.363011,-2.339261,3.427256,3.406324
12.526432,-2.345745,-2.318726,3.470396,3.459083
12.531434,-2.328262,-2.304852,3.514241,3.500495
12.536436,-2.310558,-2.283738,3.558608,3.556556
12.541438,-2.292629,-2.269482,3.603637,3.593000
12.546440,-2.274476,-2.247818,3.648715,3.648257
12.551442,-2.256097,-2.233185,3.693795,3.686035
12.556444,-2.237493,-2.210950,3.738782,3.739206
12.561446,-2.218664,-2.195957,3.783806,3.779819
12.566448,-2.199609,-2.173181,3.829328,3.829868
12.571450,-2.180326,-2.157833,3.874664,3.864838
12.576452,-2.160816,-2.134547,3.920428,3.918163
12.581454,-2.141075,-2.118875,3.966776,3.952382
12.586456,-2.121101,-2.095059,4.013308,4.002461
12.591458,-2.100896,-2.079027,4.059613,4.034951
12.596460,-2.080459,-2.054716,4.105685,4.084637
12.601462,-2.059790,-2.038354,4.152686,4.118755
12.606464,-2.038885,-2.017260,4.199900,4.124076
12.611466,-2.017744,-2.000727,4.246876,4.159263
12.616468,-1.996369,-1.975665,4.293838,4.209577
12.621470,-1.974759,-1.958813,4.340818,4.244654
12.626472,-1.952914,-1.933253,4.387916,4.295739
12.631474,-1.930832,-1.916023,4.435360,4.331201
12.636477,-1.908513,-1.889913,4.483043,4.391054
12.641479,-1.885952,-1.872310,4.531331,4.426772
12.646481,-1.863151,-1.845636,4.579581,4.480989
12.651483,-1.840109,-1.827679,4.627647,4.512662
12.656485,-1.816825,-1.800510,4.676111,4.560431
12.661487,-1.793300,-1.782214,4.724523,4.597838
12.666489,-1.769531,-1.754519,4.773423,4.653121
12.671491,-1.745517,-1.735882,4.822395,4.691903
12.676493,-1.721258,-1.707627,4.871097,4.745040
12.681495,-1.696757,-1.688585,4.919781,4.785681
12.686497,-1.672011,-1.659765,4.969007,4.835045
12.691499,-1.647015,-1.640413,5.019087,4.872119
12.696501,-1.621769,-1.611083,5.069416,4.926388
12.701503,-1.596271,-1.591321,5.119868,4.958950
12.706505,-1.570520,-1.549823,5.170195,5.042449
12.711507,-1.544518,-1.529637,5.220444,5.077745
12.716509,-1.518266,-1.499050,5.270562,5.135094
12.721511,-1.491762,-1.478454,5.320879,5.180447
12.726513,-1.465008,-1.447243,5.370835,5.239761
12.731515,-1.438004,-1.426253,5.420680,5.278187
12.736517,-1.410752,-1.394486,5.470206,5.324037
12.741519,-1.383252,-1.373143,5.519825,5.364915
12.746521,-1.355503,-1.340853,5.569965,5.417939
12.751523,-1.327501,-1.319144,5.620691,5.454195
12.756525,-1.299245,-1.286322,5.671547,5.507156
12.761527,-1.270735,-1.264254,5.722021,5.545835
12.766529,-1.241974,-1.230875,5.772340,5.600780
12.771531,-1.212962,-1.208431,5.822614,5.641835
12.776533,-1.183698,-1.174465,5.873038,5.705332
12.781535,-1.154180,-1.151604,5.923972,5.744510
12.786537,-1.124405,-1.117015,5.975389,5.804009
12.791539,-1.094375,-1.093780,6.026371,5.839340
12.796541,-1.064089,-1.058618,6.078056,5.904711
12.801543,-1.033543,-1.034978,6.129779,5.936847
12.806545,-1.002744,-0.978010,6.179171,6.098367
12.811547,-0.971709,-0.953557,6.225485,6.130496
12.816549,-0.940449,-0.916662,6.269205,6.180215
12.821551,-0.908979,-0.891951,6.310275,6.211624
12.826553,-0.877311,-0.854587,6.348757,6.255324
12.831555,-0.845457,-0.829543,6.385135,6.284945
12.836557,-0.813427,-0.791745,6.419666,6.324846
12.841559,-0.781230,-0.766419,6.452375,6.350236
12.846561,-0.748876,-0.728256,6.482749,6.381366
12.851563,-0.716377,-0.702726,6.510741,6.399308
12.856565,-0.683745,-0.664278,6.536753,6.426729
12.861567,-0.650988,-0.638512,6.560849,6.449741
12.866570,-0.618118,-0.599774,6.582435,6.469940
12.871572,-0.585147,-0.573907,6.601824,6.481721
12.876574,-0.552085,-0.534966,6.619100,6.501871
12.881576,-0.518942,-0.508948,6.634804,6.512239
12.886578,-0.485724,-0.469846,6.649058,6.528424
12.891580,-0.452440,-0.443698,6.661892,6.536220
12.896582,-0.419096,-0.404450,6.673252,6.547572
12.901584,-0.385700,-0.378240,6.683018,6.552543
12.906586,-0.352256,-0.318849,6.692601,6.701830
12.911588,-0.318766,-0.292040,6.701457,6.707324
12.916590,-0.285237,-0.251780,6.708443,6.716681
12.921592,-0.251680,-0.224912,6.712952,6.722395
12.926594,-0.218108,-0.184579,6.714878,6.721174
12.931596,-0.184535,-0.157700,6.714395,6.720981
12.936598,-0.150970,-0.117384,6.711597,6.714932
12.941600,-0.117426,-0.090529,6.706473,6.710446
12.946602,-0.083916,-0.050281,6.698884,6.702672
12.951604,-0.050451,-0.023476,6.688713,6.695619
12.956606,-0.017044,0.016672,6.676023,6.679353
12.961608,0.016292,0.043372,6.661023,6.662862
12.966610,0.049546,0.083298,6.643939,6.637941
12.971612,0.082711,0.109835,6.625640,6.622609
12.976614,0.115783,0.149517,6.606579,6.594996
12.981616,0.148757,0.175877,6.587154,6.576326
12.986618,0.181633,0.215272,6.567111,6.547930
12.991620,0.214406,0.241446,6.546247,6.531538
12.996622,0.247076,0.280578,6.525527,6.503107
13.001624,0.279641,0.306591,6.504673,6.483799
13.006626,0.312102,0.353800,6.483980,6.471009
13.011628,0.344460,0.379701,6.463284,6.450169
13.016630,0.376715,0.418346,6.443099,6.421507
13.021632,0.408870,0.443951,6.422696,6.402765
13.026634,0.440922,0.482317,6.402175,6.375451
13.031636,0.472872,0.507817,6.382001,6.356136
13.036638,0.504721,0.545897,6.361522,6.329607
13.041640,0.536466,0.571196,6.340535,6.309895
13.046642,0.568103,0.608982,6.318437,6.276897
13.051644,0.599625,0.634057,6.295054,6.253872
13.056646,0.631029,0.671524,6.271132,6.222782
13.061648,0.662312,0.696397,6.246895,6.199677
13.066650,0.693471,0.733539,6.221658,6.170626
13.071652,0.724502,0.758184,6.195674,6.149795
13.076654,0.755399,0.794999,6.168460,6.111361
13.081656,0.786157,0.819411,6.140263,6.082215
13.086658,0.816772,0.855828,6.111120,6.040624
13.091660,0.847234,0.879959,6.079924,6.011722
13.096663,0.877537,0.915947,6.047488,5.970636
13.101665,0.907677,0.939811,6.014826,5.943432
13.106667,0.937644,0.990926,5.978725,5.908910
13.111669,0.967422,1.014550,5.940263,5.877977
13.116671,0.997005,1.049724,5.900669,5.833587
13.121673,1.026388,1.073027,5.860151,5.794745
13.126675,1.055563,1.107676,5.818293,5.737694
13.131677,1.084525,1.130597,5.774693,5.704650
13.136679,1.113265,1.164704,5.730207,5.648302
13.141681,1.141781,1.187257,5.685389,5.611803
13.146683,1.170073,1.220806,5.640249,5.554957
13.151685,1.198137,1.242989,5.594338,5.518281
13.156687,1.225969,1.275994,5.547979,5.464848
13.161689,1.253570,1.297808,5.501711,5.422550
13.166691,1.280939,1.330211,5.455162,5.359872
13.171693,1.308074,1.351614,5.407692,5.318683
13.176695,1.334968,1.383396,5.359470,5.257119
13.181697,1.361618,1.404386,5.310455,5.215756
13.186699,1.388023,1.435552,5.261089,5.147076
13.191701,1.414178,1.456094,5.210882,5.099013
13.196703,1.440080,1.486575,5.160196,5.040142
13.201705,1.465728,1.506686,5.109028,4.997316
13.206707,1.491118,1.553058,5.057512,5.050996
13.211709,1.516250,1.573202,5.005495,5.004596
13.216711,1.541122,1.603110,4.953569,4.938879
13.221713,1.565734,1.622873,4.901731,4.890796
13.226715,1.590088,1.652066,4.850130,4.815680
13.231717,1.614183,1.671306,4.798181,4.775336
13.236719,1.638017,1.699813,4.746137,4.704781
13.241721,1.661592,1.718590,4.694199,4.656654
13.246723,1.684907,1.746403,4.642093,4.591107
13.251725,1.707961,1.764735,4.590169,4.552795
13.256727,1.730756,1.791938,4.537843,4.493622
13.261729,1.753285,1.809850,4.484556,4.443843
13.266731,1.775548,1.836380,4.431401,4.377810
13.271733,1.797546,1.853890,4.378489,4.334914
13.276735,1.819279,1.879752,4.325150,4.263343
13.281737,1.840744,1.896715,4.271611,4.216844
13.286739,1.861942,1.921870,4.218187,4.146518
13.291741,1.882872,1.938455,4.164754,4.101220
13.296743,1.903535,1.962934,4.110996,4.037519
13.301745,1.923926,1.979077,4.056197,3.994003
13.306747,1.944042,2.032841,4.001369,4.092985
13.311749,1.963886,2.049166,3.947270,4.043573
13.316751,1.983461,2.073279,3.893410,3.973696
13.321754,2.002766,2.089138,3.839477,3.929238
13.326756,2.021802,2.112570,3.785724,3.858586
13.331758,2.040570,2.127952,3.731987,3.810931
13.336760,2.059067,2.150679,3.677877,3.742188
13.341762,2.077294,2.165606,3.623628,3.695755
13.346764,2.095248,2.187631,3.568873,3.627628
13.351766,2.112927,2.202093,3.513827,3.579819
13.356768,2.130332,2.223425,3.458794,3.510253
13.361770,2.147460,2.237425,3.403531,3.463851
13.366772,2.164311,2.258074,3.347956,3.395666
13.371774,2.180884,2.271606,3.292356,3.347296
13.376776,2.197179,2.291559,3.236902,3.279058
13.381778,2.213197,2.304632,3.181346,3.235480
13.386780,2.228938,2.323899,3.125856,3.166183
13.391782,2.244400,2.336508,3.070048,3.118602
13.396784,2.259583,2.355092,3.014046,3.057008
13.401786,2.274484,2.367273,2.957634,3.004748
13.406788,2.289099,2.375212,2.900022,3.004608
13.411790,2.303422,2.387164,2.840653,2.954398
13.416792,2.317443,2.404735,2.779716,2.875550
13.421794,2.331156,2.416193,2.717672,2.829798
13.426796,2.344558,2.433008,2.655552,2.750700
13.431798,2.357647,2.443960,2.592554,2.701270
13.436800,2.370418,2.460006,2.528636,2.619909
13.441802,2.382870,2.470437,2.464833,2.567522
13.446804,2.395003,2.485677,2.401169,2.489262
13.451806,2.406816,2.495585,2.336872,2.438530
13.456808,2.418307,2.510060,2.272453,2.353522
13.461810,2.429475,2.519426,2.207566,2.301139
13.466812,2.440319,2.533076,2.143020,2.226805
13.471814,2.450839,2.541899,2.078081,2.174994
13.476816,2.461034,2.554791,2.012815,2.092305
13.481818,2.470902,2.563047,1.947677,2.032539
13.486820,2.480446,2.575064,1.882790,1.947360
13.491822,2.489666,2.582761,1.818279,1.898351
13.496824,2.498564,2.594006,1.754147,1.824502
13.501826,2.507144,2.601284,1.690700,1.771632
13.506828,2.515408,2.595973,1.627693,1.631796
13.511830,2.523358,2.602473,1.564615,1.579004
13.516832,2.530992,2.611781,1.501424,1.494798
13.521834,2.538310,2.617707,1.438564,1.444810
13.526836,2.545317,2.626206,1.376928,1.360515
13.531838,2.552022,2.631607,1.317360,1.314906
13.536840,2.558436,2.639359,1.259996,1.242973
13.541842,2.564569,2.644295,1.204764,1.198703
13.546844,2.570433,2.651343,1.151663,1.126782
13.551847,2.576038,2.655794,1.101050,1.080766
13.556849,2.581398,2.662157,1.053200,1.023500
13.561851,2.586528,2.666217,1.008063,0.983886
13.566853,2.591439,2.671993,0.965500,0.925741
13.571855,2.596145,2.675667,0.925137,0.889467
13.576857,2.600657,2.680898,0.887501,0.837879
13.581859,2.604988,2.684155,0.852437,0.804305
13.586861,2.609151,2.688893,0.819761,0.764499
13.591863,2.613157,2.691937,0.789106,0.738652
13.596865,2.617016,2.696290,0.760613,0.701356
13.601867,2.620739,2.699059,0.734116,0.682596
13.606869,2.624333,2.703547,0.708874,0.660786
13.611871,2.627804,2.706168,0.684495,0.642105
13.616873,2.631156,2.709969,0.661411,0.616685
13.621875,2.634399,2.712448,0.639914,0.596002
13.626877,2.637537,2.715971,0.619703,0.568105
13.631879,2.640579,2.718220,0.601104,0.549857
13.636881,2.643532,2.721466,0.583960,0.524633
13.641883,2.646405,2.723550,0.568459,0.509888
13.646885,2.649204,2.726568,0.554517,0.491320
13.651887,2.651939,2.728520,0.542006,0.477435
13.656889,2.654614,2.731354,0.530712,0.462190
