time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
1.830029,-0.059550,-0.059107,0.010499,0.009730,-0.001872,-0.001874
1.835030,-0.065686,-0.066478,0.018972,0.019904,-0.002269,-0.002352
1.840030,-0.074847,-0.073807,0.030401,0.029046,-0.002896,-0.002853
1.845030,-0.087289,-0.088746,0.044945,0.046501,-0.003853,-0.004005
1.850030,-0.103172,-0.101458,0.062709,0.060713,-0.005279,-0.005144
1.855031,-0.122506,-0.124670,0.083722,0.085930,-0.007348,-0.007632
1.860031,-0.145345,-0.142947,0.107945,0.105313,-0.010267,-0.009965
1.865031,-0.171722,-0.174610,0.135320,0.138167,-0.014283,-0.014792
1.870031,-0.201553,-0.198493,0.165595,0.162402,-0.019644,-0.019080
1.875032,-0.234401,-0.237915,0.198145,0.201458,-0.026526,-0.027345
1.880032,-0.269562,-0.266070,0.232135,0.228670,-0.035002,-0.034130
1.885032,-0.306298,-0.310163,0.266681,0.270121,-0.045039,-0.046177
1.890032,-0.343874,-0.340253,0.300870,0.297490,-0.056471,-0.055330
1.895033,-0.381540,-0.385469,0.333926,0.337159,-0.069044,-0.070419
1.900033,-0.418564,-0.415120,0.365223,0.362212,-0.082426,-0.081135
1.905033,-0.454316,-0.458049,0.394301,0.397111,-0.096243,-0.097717
1.910033,-0.488323,-0.485286,0.420877,0.418379,-0.110120,-0.108827
1.915033,-0.520307,-0.523707,0.444954,0.447288,-0.123785,-0.125232
1.920034,-0.550125,-0.547599,0.466654,0.464661,-0.137031,-0.135843
1.925034,-0.577220,-0.580146,0.485767,0.487599,-0.149413,-0.150697
1.930034,-0.600445,-0.598784,0.501807,0.500446,-0.160201,-0.159346
1.935034,-0.618506,-0.620499,0.514342,0.515496,-0.168627,-0.169454
1.940035,-0.630432,-0.630090,0.523118,0.522528,-0.174079,-0.173826
1.945035,-0.635570,-0.636309,0.527929,0.528314,-0.176089,-0.176236
1.950035,-0.633415,-0.634628,0.528594,0.528861,-0.174350,-0.174848
1.955035,-0.623808,-0.623165,0.524968,0.524524,-0.168782,-0.168163
1.960036,-0.606825,-0.609614,0.516820,0.518025,-0.159443,-0.160683
1.965036,-0.582676,-0.580696,0.503915,0.502559,-0.146593,-0.145256
1.970036,-0.551635,-0.555895,0.485986,0.488239,-0.130649,-0.132478
1.975036,-0.514146,-0.510969,0.462735,0.460364,-0.112177,-0.110297
1.980036,-0.470865,-0.476359,0.433890,0.437312,-0.091894,-0.094033
1.985037,-0.422628,-0.418525,0.399366,0.395919,-0.070687,-0.068557
1.990037,-0.370256,-0.376633,0.359208,0.363814,-0.049496,-0.051556
