MsgID.STATE,0.0000000,True,True,1
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0500000,-0.0800000
MsgID.LOCAL_POSITION,172.8920000,207.4388580,-91.3005905,0.0394820
MsgID.LOCAL_VELOCITY,172.8920000,-0.0340690,0.0510188,-0.1036989
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984783,37.7943462,-0.0190000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0300000,0.2300000
MsgID.LOCAL_POSITION,173.1420000,207.3130493,-91.1047058,0.0210720
MsgID.LOCAL_VELOCITY,173.1420000,-0.0192944,0.0393439,0.2424650
MsgID.GLOBAL_POSITION,0.0000000,-122.3984774,37.7943472,-0.0330000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0200000,0.1100000
MsgID.LOCAL_POSITION,173.3920000,207.4217682,-91.0430832,0.0334515
MsgID.LOCAL_VELOCITY,173.3920000,-0.0106482,0.0280768,0.1155041
MsgID.GLOBAL_POSITION,0.0000000,-122.3984786,37.7943471,-0.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,173.6420000,207.4047546,-91.1434860,0.0029142
MsgID.LOCAL_VELOCITY,173.6420000,-0.0000018,0.0000020,0.0000008
MsgID.GLOBAL_POSITION,0.0000000,-122.3984786,37.7943462,0.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,173.8920000,207.3123779,-91.1440964,-0.0227019
MsgID.LOCAL_VELOCITY,173.8920000,0.0000025,0.0000126,0.0000047
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984786,37.7943475,0.0870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,174.1420000,207.4530182,-91.1431274,-0.0875317
MsgID.LOCAL_VELOCITY,174.1420000,-0.0000044,0.0000176,0.0000108
MsgID.GLOBAL_POSITION,0.0000000,-122.3984786,37.7943479,0.0960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,174.3930000,207.5239563,-91.1446991,-0.1020770
MsgID.LOCAL_VELOCITY,174.3930000,0.0000069,0.0000370,0.0000117
MsgID.GLOBAL_POSITION,0.0000000,-122.3984806,37.7943460,0.1860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,174.6430000,207.2901001,-91.3221283,-0.1873207
MsgID.LOCAL_VELOCITY,174.6430000,-0.0000047,0.0000561,0.0000274
MsgID.GLOBAL_POSITION,0.0000000,-122.3984789,37.7943468,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,174.8930000,207.3789520,-91.1627350,-0.2088280
MsgID.LOCAL_VELOCITY,174.8930000,-0.0001670,0.0001340,0.0000370
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984795,37.7943483,0.2110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,175.1430000,207.5431519,-91.2227936,-0.2110306
MsgID.LOCAL_VELOCITY,175.1430000,-0.0000075,0.0000394,0.0000149
MsgID.GLOBAL_POSITION,0.0000000,-122.3984801,37.7943484,0.2040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,175.3930000,207.5527039,-91.2713242,-0.2044396
MsgID.LOCAL_VELOCITY,175.3930000,-0.0000054,0.0000568,0.0000157
MsgID.GLOBAL_POSITION,0.0000000,-122.3984772,37.7943471,0.1830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.4900000
MsgID.LOCAL_POSITION,175.6430000,207.4090424,-91.0186157,-0.1837159
MsgID.LOCAL_VELOCITY,175.6430000,0.0000343,-0.0011915,-0.4983836
MsgID.GLOBAL_POSITION,0.0000000,-122.3984786,37.7943475,0.4780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0300000,-2.2900000
MsgID.LOCAL_POSITION,175.8960000,207.4612427,-91.1508026,-0.5339671
MsgID.LOCAL_VELOCITY,175.8960000,0.0095483,-0.0360378,-2.4757502
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984774,37.7943468,1.2420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-2.6800000
MsgID.LOCAL_POSITION,176.1460000,207.3725128,-91.0359802,-1.2573297
MsgID.LOCAL_VELOCITY,176.1460000,0.0085507,-0.0294364,-2.6877708
MsgID.GLOBAL_POSITION,0.0000000,-122.3984784,37.7943460,1.8750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0300000,-2.7900000
MsgID.LOCAL_POSITION,176.3960000,207.2831726,-91.1214294,-1.8751068
MsgID.LOCAL_VELOCITY,176.3960000,0.0176036,-0.0343393,-2.7933307
MsgID.GLOBAL_POSITION,0.0000000,-122.3984783,37.7943472,2.5470000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,-0.0300000,-2.8600000
MsgID.LOCAL_POSITION,176.6460000,207.4196625,-91.1149597,-2.5475357
MsgID.LOCAL_VELOCITY,176.6460000,0.0374792,-0.0309608,-2.8637917
MsgID.GLOBAL_POSITION,0.0000000,-122.3984785,37.7943474,2.9110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,-0.0300000,-2.9200000
MsgID.LOCAL_POSITION,176.8960000,207.4427643,-91.1364594,-2.9115870
MsgID.LOCAL_VELOCITY,176.8960000,0.0379831,-0.0300146,-2.9219201
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984802,37.7943475,3.3880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0300000,-3.0500000
MsgID.LOCAL_POSITION,177.1460000,207.4478149,-91.2792740,-3.3880196
MsgID.LOCAL_VELOCITY,177.1460000,0.0269984,-0.0336047,-3.0593371
MsgID.GLOBAL_POSITION,0.0000000,-122.3984790,37.7943474,4.6330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0500000,0.0800000,-2.8800000
MsgID.LOCAL_POSITION,177.3960000,207.4486694,-91.1841583,-4.6975207
MsgID.LOCAL_VELOCITY,177.3960000,0.0606622,0.0813269,-2.8964443
MsgID.GLOBAL_POSITION,0.0000000,-122.3984802,37.7943489,5.4280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0200000,-3.0400000
MsgID.LOCAL_POSITION,177.6460000,207.6037750,-91.2859421,-5.4289389
MsgID.LOCAL_VELOCITY,177.6460000,0.0276853,0.0209044,-3.0482194
MsgID.GLOBAL_POSITION,0.0000000,-122.3984778,37.7943478,6.2190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.1200000
MsgID.LOCAL_POSITION,177.8960000,207.4853973,-91.0662003,-6.2198124
MsgID.LOCAL_VELOCITY,177.8960000,-0.0024811,0.0026681,-3.1236238
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984780,37.7943472,7.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-3.1700000
MsgID.LOCAL_POSITION,178.1460000,207.4221191,-91.0886002,-7.0304766
MsgID.LOCAL_VELOCITY,178.1460000,0.0042379,-0.0169014,-3.1776989
MsgID.GLOBAL_POSITION,0.0000000,-122.3984787,37.7943475,7.4090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0200000,-3.2000000
MsgID.LOCAL_POSITION,178.3960000,207.4580383,-91.1504135,-7.4094720
MsgID.LOCAL_VELOCITY,178.3960000,0.0136385,-0.0244130,-3.2009883
MsgID.GLOBAL_POSITION,0.0000000,-122.3984790,37.7943478,8.4950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.3000000
MsgID.LOCAL_POSITION,178.6460000,207.4846344,-91.1725845,-8.4955854
MsgID.LOCAL_VELOCITY,178.6460000,-0.0035060,-0.0073906,-3.3040700
MsgID.GLOBAL_POSITION,0.0000000,-122.3984791,37.7943478,8.9470000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-3.2500000
MsgID.LOCAL_POSITION,178.8970000,207.4819336,-91.1936111,-9.0144596
MsgID.LOCAL_VELOCITY,178.8970000,-0.0227419,-0.0017147,-3.2454581
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984789,37.7943491,10.4090000
MsgID.LOCAL_VELOCITY,0.0000000,0.1100000,0.0200000,-3.3300000
MsgID.LOCAL_POSITION,179.1470000,207.6365662,-91.1632004,-10.4203072
MsgID.LOCAL_VELOCITY,179.1470000,0.1166836,0.0238956,-3.3357558
MsgID.GLOBAL_POSITION,0.0000000,-122.3984774,37.7943478,11.2600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,0.0000000,-3.3500000
MsgID.LOCAL_POSITION,179.3970000,207.4821014,-91.0303116,-11.2606792
MsgID.LOCAL_VELOCITY,179.3970000,0.0384744,0.0001705,-3.3547051
MsgID.GLOBAL_POSITION,0.0000000,-122.3984791,37.7943475,12.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-3.4000000
MsgID.LOCAL_POSITION,179.6470000,207.4521942,-91.1816406,-12.1436148
MsgID.LOCAL_VELOCITY,179.6470000,0.0019041,-0.0224873,-3.4092519
MsgID.GLOBAL_POSITION,0.0000000,-122.3984805,37.7943495,13.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0200000,-3.4300000
MsgID.LOCAL_POSITION,179.8970000,207.6749878,-91.3105774,-13.0304852
MsgID.LOCAL_VELOCITY,179.8970000,0.0146185,-0.0201144,-3.4399228
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984790,37.7943483,13.9200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.5000000
MsgID.LOCAL_POSITION,180.1470000,207.5395508,-91.1665573,-13.9457245
MsgID.LOCAL_VELOCITY,180.1470000,-0.0009434,-0.0049102,-3.5086455
MsgID.GLOBAL_POSITION,0.0000000,-122.3984779,37.7943477,14.8070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-3.5400000
MsgID.LOCAL_POSITION,180.3970000,207.4758453,-91.0758133,-14.8073177
MsgID.LOCAL_VELOCITY,180.3970000,-0.0036169,-0.0111104,-3.5452659
MsgID.GLOBAL_POSITION,0.0000000,-122.3984807,37.7943483,15.6870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-3.5400000
MsgID.LOCAL_POSITION,180.6470000,207.5381012,-91.3253098,-15.6879072
MsgID.LOCAL_VELOCITY,180.6470000,0.0094508,-0.0221236,-3.5493855
MsgID.GLOBAL_POSITION,0.0000000,-122.3984795,37.7943482,16.5580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.5800000
MsgID.LOCAL_POSITION,180.8970000,207.5353699,-91.2185211,-16.5589085
MsgID.LOCAL_VELOCITY,180.8970000,0.0069675,-0.0090834,-3.5806797
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984793,37.7943482,17.4270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.6400000
MsgID.LOCAL_POSITION,181.1470000,207.5256653,-91.2075348,-17.4304981
MsgID.LOCAL_VELOCITY,181.1470000,0.0019200,-0.0069562,-3.6491897
MsgID.GLOBAL_POSITION,0.0000000,-122.3984789,37.7943485,18.2990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-3.6700000
MsgID.LOCAL_POSITION,181.3970000,207.5692444,-91.1632462,-18.3121891
MsgID.LOCAL_VELOCITY,181.3970000,0.0015003,-0.0114813,-3.6809862
MsgID.GLOBAL_POSITION,0.0000000,-122.3984800,37.7943493,19.1790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-3.7100000
MsgID.LOCAL_POSITION,181.6470000,207.6535187,-91.2695236,-19.1886826
MsgID.LOCAL_VELOCITY,181.6470000,0.0004872,-0.0150960,-3.7170558
MsgID.GLOBAL_POSITION,0.0000000,-122.3984812,37.7943475,19.9880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-2.4800000
MsgID.LOCAL_POSITION,181.8980000,207.4490509,-91.3747787,-19.9985771
MsgID.LOCAL_VELOCITY,181.8980000,-0.0046083,-0.0122255,-2.4378073
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3984806,37.7943467,20.2560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.0400000
MsgID.LOCAL_POSITION,182.1480000,207.3682556,-91.3231430,-20.2561283
MsgID.LOCAL_VELOCITY,182.1480000,-0.0043334,-0.0114963,0.0479985
MsgID.GLOBAL_POSITION,0.0000000,-122.3984804,37.7943468,19.9680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.5100000
MsgID.LOCAL_POSITION,182.3980000,207.3793030,-91.2941742,-19.9617519
MsgID.LOCAL_VELOCITY,182.3980000,0.0052837,-0.0074971,1.4968746
MsgID.GLOBAL_POSITION,0.0000000,-122.3984779,37.7943482,19.7750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0000000,-0.0900000
MsgID.LOCAL_POSITION,182.6480000,207.5384521,-91.0762558,-19.7767429
MsgID.LOCAL_VELOCITY,182.6480000,0.0270588,-0.0022999,-0.1229777
MsgID.GLOBAL_POSITION,0.0000000,-122.3984788,37.7943490,19.8850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000
